Материал,Качество,Название материала,Бердо,Плотность по утку,Склад,Завод,Вид движения,Партия,Количество,Базовая ЕИ,Дата проводки,Время ввода,Имя пользователя,Описание палитры,Вес план,Вес факт,Заказ,Номер линии,Номер станка
MU7155_DS31_581,MU,ALTIN YILDIZ P 7155 DS31 140X220 R,32,240,7510,XIVA,101,52978,18.48,М2,2025-10-30,12:07:44,STOREKEEPER3,ALTIN YILDIZ,3.46,0,100001279170,18,T18
MU7155_DS31_581,MU,ALTIN YILDIZ P 7155 DS31 140X220 R,32,240,7510,XIVA,101,52978,73.92,М2,2025-10-30,12:09:05,STOREKEEPER3,ALTIN YILDIZ,3.46,0,100001279175,18,T18
MU7155_DS31_581,MU,ALTIN YILDIZ P 7155 DS31 140X220 R,32,240,7510,XIVA,101,51499,123.2,М2,2025-10-12,08:46:41,STOREKEEPER3,ALTIN YILDIZ,3.46,0,100001267084,18,T18
MU7155_DS31_581,MU,ALTIN YILDIZ P 7155 DS31 140X220 R,32,240,7510,XIVA,101,51125,12.32,М2,2025-10-05,12:25:40,STOREKEEPER3,ALTIN YILDIZ,3.46,0,100001263725,18,T18
MU7155_DS31_581,MU,ALTIN YILDIZ P 7155 DS31 140X220 R,32,240,7510,XIVA,101,51009,135.52,М2,2025-10-04,02:56:05,STOREKEEPER3,ALTIN YILDIZ,3.46,0,100001262743,18,T18
MU7155_DS31_581,MU,ALTIN YILDIZ P 7155 DS31 140X220 R,32,240,7510,XIVA,101,51014,67.76,М2,2025-10-04,18:42:52,STOREKEEPER3,ALTIN YILDIZ,3.46,0,100001262768,18,T18
MU7155_DS31_AP5,MU,ALTIN YILDIZ P 7155 DS31 80X150 R PACKET,32,240,7510,XIVA,101,53029,84.0,М2,2025-10-30,11:24:14,STOREKEEPER3,ALTIN YILDIZ,1.35,0,100001279800,18,T18
MU7155_DS31_AP5,MU,ALTIN YILDIZ P 7155 DS31 80X150 R PACKET,32,240,7510,XIVA,101,50755,67.2,М2,2025-10-01,04:40:07,STOREKEEPER3,ALTIN YILDIZ,1.35,0,100001260473,18,T18
MU7155_DS31_AP5,MU,ALTIN YILDIZ P 7155 DS31 80X150 R PACKET,32,240,7510,XIVA,101,50758,16.8,М2,2025-10-01,04:38:40,STOREKEEPER3,ALTIN YILDIZ,1.35,0,100001260531,18,T18
MU7155_DS37_015,MU,ALTIN YILDIZ P 7155 DS37 300X400 R,32,240,7510,XIVA,101,51667,48.0,М2,2025-10-13,22:20:08,STOREKEEPER3,ALTIN YILDIZ,13.5,0,100001268584,18,T18
MU7155_DS37_016,MU,ALTIN YILDIZ P 7155 DS37 300X500 R,32,240,7510,XIVA,101,51665,30.0,М2,2025-10-13,04:25:25,STOREKEEPER3,ALTIN YILDIZ,16.88,0,100001268575,18,T18
MU7155_DS37_040,MU,ALTIN YILDIZ P 7155 DS37 100X200 R,32,240,7510,XIVA,101,51016,32.0,М2,2025-10-05,12:26:59,STOREKEEPER3,ALTIN YILDIZ,2.25,0,100001262786,18,T18
MU7155_DS37_215,MU,ALTIN YILDIZ P 7155 DS37 240X340 R,32,240,7510,XIVA,101,51882,32.64,М2,2025-10-16,14:05:37,STOREKEEPER3,ALTIN YILDIZ,9.18,0,100001270253,18,T18
MU7155_DS37_216,MU,ALTIN YILDIZ P 7155 DS37 180X280 R,32,240,7510,XIVA,101,51955,70.56,М2,2025-10-18,07:05:09,KDJABBOROV,ALTIN YILDIZ,5.67,0,100001270821,18,T18
MU7155_DS37_216,MU,ALTIN YILDIZ P 7155 DS37 180X280 R,32,240,7510,XIVA,101,50910,30.24,М2,2025-10-03,10:38:55,STOREKEEPER3,ALTIN YILDIZ,5.67,0,100001261969,18,T18
MU7155_DS37_231,MU,ALTIN YILDIZ P 7155 DS37 200X290 R,32,240,7510,XIVA,101,53135,34.8,М2,2025-10-31,05:58:27,STOREKEEPER3,ALTIN YILDIZ,6.52,0,100001280866,18,T18
MU7155_DS37_231,MU,ALTIN YILDIZ P 7155 DS37 200X290 R,32,240,7510,XIVA,101,51670,127.6,М2,2025-10-14,19:52:43,STOREKEEPER3,ALTIN YILDIZ,6.52,0,100001268609,18,T18
MU7155_DS37_231,MU,ALTIN YILDIZ P 7155 DS37 200X290 R,32,240,7510,XIVA,101,50910,104.4,М2,2025-10-03,10:38:24,STOREKEEPER3,ALTIN YILDIZ,6.52,0,100001261967,18,T18
MU7155_DS37_581,MU,ALTIN YILDIZ P 7155 DS37 140X220 R,32,240,7510,XIVA,101,52978,80.08,М2,2025-10-30,12:08:00,STOREKEEPER3,ALTIN YILDIZ,3.46,0,100001279171,18,T18
MU7155_DS37_581,MU,ALTIN YILDIZ P 7155 DS37 140X220 R,32,240,7510,XIVA,101,51499,43.12,М2,2025-10-12,08:46:57,STOREKEEPER3,ALTIN YILDIZ,3.46,0,100001267086,18,T18
MU7155_DS37_581,MU,ALTIN YILDIZ P 7155 DS37 140X220 R,32,240,7510,XIVA,101,51009,123.2,М2,2025-10-04,02:56:21,STOREKEEPER3,ALTIN YILDIZ,3.46,0,100001262744,18,T18
MU7155_DS37_AP5,MU,ALTIN YILDIZ P 7155 DS37 80X150 R PACKET,32,240,7510,XIVA,101,53029,12.0,М2,2025-10-30,11:24:31,STOREKEEPER3,ALTIN YILDIZ,1.35,0,100001279802,18,T18
MU7155_DS37_AP5,MU,ALTIN YILDIZ P 7155 DS37 80X150 R PACKET,32,240,7510,XIVA,101,50758,48.0,М2,2025-10-01,04:38:55,STOREKEEPER3,ALTIN YILDIZ,1.35,0,100001260532,18,T18
MU7311_CL23_015,MU,MADONNA 7311 CL23 300X400 R,32,240,7510,XIVA,101,52638,48.0,М2,2025-10-26,03:52:45,STOREKEEPER3,ZARA,13.5,0,100001276757,13,T13
MU7311_CL23_016,MU,MADONNA 7311 CL23 300X500 R,32,240,7510,XIVA,101,52638,60.0,М2,2025-10-26,03:53:00,STOREKEEPER3,ZARA,16.88,0,100001276758,13,T13
MU7311_CL23_021,MU,MADONNA 7311 CL23 250X350 R,32,240,7510,XIVA,101,52427,17.5,М2,2025-10-22,03:18:32,STOREKEEPER3,ZARA,9.85,0,100001274769,13,T13
MU7311_CL23_022,MU,MADONNA 7311 CL23 250X400 R,32,240,7510,XIVA,101,52508,20.0,М2,2025-10-23,04:43:44,STOREKEEPER3,ZARA,11.25,0,100001275643,13,T13
MU7311_CL23_028,MU,MADONNA 7311 CL23 200X300 R,32,240,7510,XIVA,101,52805,24.0,М2,2025-10-26,18:41:33,STOREKEEPER3,ZARA,6.75,0,100001277943,13,T13
MU7311_CL23_676,MU,MADONNA 7311 CL23 80X3500 R,32,240,7510,XIVA,101,52590,56.742,М2,2025-10-24,05:23:13,STOREKEEPER3,ZARA,31.91,0,100001276280,4,T04
MU7311_CL23_677,MU,MADONNA 7311 CL23 100X3500 R,32,240,7510,XIVA,101,52522,70.998,М2,2025-10-23,00:03:27,STOREKEEPER3,ZARA,39.94,0,100001275718,7,T07
MU7311_CL23_678,MU,MADONNA 7311 CL23 120X3500 R,32,240,7510,XIVA,101,52679,85.196,М2,2025-10-25,09:16:29,STOREKEEPER3,ZARA,47.91,0,100001276987,4,T04
MU7311_CL23_679,MU,MADONNA 7311 CL23 150X3500 R,32,240,7510,XIVA,101,52527,107.002,М2,2025-10-25,09:09:26,STOREKEEPER3,ZARA,60.19,0,100001275754,7,T07
MU7311_CL23_680,MU,MADONNA 7311 CL23 200X3500 R,32,240,7510,XIVA,101,52527,143.954,М2,2025-10-25,09:08:55,STOREKEEPER3,ZARA,80.97,0,100001275749,7,T07
MU7311_CL23_879,MU,MADONNA 7311 CL23 250X3500 R,32,240,7510,XIVA,101,52522,178.006,М2,2025-10-23,00:02:55,STOREKEEPER3,ZARA,100.14,0,100001275716,7,T07
MU7311_CL23_879,MU,MADONNA 7311 CL23 250X3500 R,32,240,7510,XIVA,101,52522,178.006,М2,2025-10-23,00:03:12,STOREKEEPER3,ZARA,100.14,0,100001275717,7,T07
MU7311_CL33_006,MU,MADONNA 7311 CL33 400X500 R,32,240,7510,XIVA,101,52818,40.0,М2,2025-10-28,00:18:16,STOREKEEPER3,ZARA,22.51,0,100001278093,20,T20
MU7311_CL33_008,MU,MADONNA 7311 CL33 350X400 R,32,240,7510,XIVA,101,52302,28.0,М2,2025-10-19,15:50:27,STOREKEEPER3,ZARA,15.75,0,100001273833,5,T05
MU7311_CL33_009,MU,MADONNA 7311 CL33 350X500 R,32,240,7510,XIVA,101,52302,70.0,М2,2025-10-19,15:50:42,STOREKEEPER3,ZARA,19.69,0,100001273834,5,T05
MU7311_CL33_015,MU,MADONNA 7311 CL33 300X400 R,32,240,7510,XIVA,101,52667,48.0,М2,2025-10-25,06:33:54,STOREKEEPER3,ZARA,13.5,0,100001276900,2,T02
MU7311_CL33_016,MU,MADONNA 7311 CL33 300X500 R,32,240,7510,XIVA,101,52667,90.0,М2,2025-10-25,06:34:09,STOREKEEPER3,ZARA,16.88,0,100001276902,2,T02
MU7311_CL33_021,MU,MADONNA 7311 CL33 250X350 R,32,240,7510,XIVA,101,52427,17.5,М2,2025-10-22,03:18:47,STOREKEEPER3,ZARA,9.85,0,100001274770,13,T13
MU7311_CL33_022,MU,MADONNA 7311 CL33 250X400 R,32,240,7510,XIVA,101,52508,20.0,М2,2025-10-23,04:44:00,STOREKEEPER3,ZARA,11.25,0,100001275645,13,T13
MU7311_CL33_028,MU,MADONNA 7311 CL33 200X300 R,32,240,7510,XIVA,101,52805,24.0,М2,2025-10-26,18:41:48,STOREKEEPER3,ZARA,6.75,0,100001277944,13,T13
MU7311_CL33_676,MU,MADONNA 7311 CL33 80X3500 R,32,240,7510,XIVA,101,52590,56.742,М2,2025-10-24,05:23:28,STOREKEEPER3,ZARA,31.91,0,100001276281,4,T04
MU7311_CL33_677,MU,MADONNA 7311 CL33 100X3500 R,32,240,7510,XIVA,101,52522,70.998,М2,2025-10-23,00:03:43,STOREKEEPER3,ZARA,39.94,0,100001275719,7,T07
MU7311_CL33_678,MU,MADONNA 7311 CL33 120X3500 R,32,240,7510,XIVA,101,52679,85.196,М2,2025-10-25,09:16:44,STOREKEEPER3,ZARA,47.91,0,100001276988,4,T04
MU7311_CL33_679,MU,MADONNA 7311 CL33 150X3500 R,32,240,7510,XIVA,101,52527,107.002,М2,2025-10-25,09:09:41,STOREKEEPER3,ZARA,60.19,0,100001275757,7,T07
MU7311_CL33_680,MU,MADONNA 7311 CL33 200X3500 R,32,240,7510,XIVA,101,52596,143.954,М2,2025-10-24,19:35:31,STOREKEEPER3,ZARA,80.97,0,100001276311,7,T07
MU7311_CL33_879,MU,MADONNA 7311 CL33 250X3500 R,32,240,7510,XIVA,101,52524,178.006,М2,2025-10-23,06:37:36,STOREKEEPER3,ZARA,100.14,0,100001275722,7,T07
MU7311_CL33_879,MU,MADONNA 7311 CL33 250X3500 R,32,240,7510,XIVA,101,52524,178.006,М2,2025-10-23,06:37:20,STOREKEEPER3,ZARA,100.14,0,100001275720,7,T07
MU7311_CL63_009,MU,MADONNA 7311 CL63 350X500 R,32,240,7510,XIVA,101,51780,140.0,М2,2025-10-14,11:41:19,STOREKEEPER3,ZARA,19.69,0,100001269350,5,T05
MU7311_CL63_009,MU,MADONNA 7311 CL63 350X500 R,32,240,7510,XIVA,101,51280,140.0,М2,2025-10-07,19:35:21,STOREKEEPER3,ZARA,19.69,0,100001265133,5,T05
MU7311_CL63_010,MU,MADONNA 7311 CL63 350X600 R,32,240,7510,XIVA,101,51780,168.0,М2,2025-10-14,11:41:35,STOREKEEPER3,ZARA,23.63,0,100001269351,5,T05
MU7311_CL63_010,MU,MADONNA 7311 CL63 350X600 R,32,240,7510,XIVA,101,51285,168.0,М2,2025-10-09,09:45:11,STOREKEEPER3,ZARA,23.63,0,100001265146,5,T05
MU7311_CL63_010,MU,MADONNA 7311 CL63 350X600 R,32,240,7510,XIVA,101,51282,126.0,М2,2025-10-07,19:35:25,STOREKEEPER3,ZARA,23.63,0,100001265140,5,T05
MU7311_CL63_011,MU,MADONNA 7311 CL63 350X700 R,32,240,7510,XIVA,101,51769,196.0,М2,2025-10-12,04:07:31,STOREKEEPER3,ZARA,27.57,0,100001269302,7,T07
MU7311_CL63_011,MU,MADONNA 7311 CL63 350X700 R,32,240,7510,XIVA,101,51285,294.0,М2,2025-10-09,09:45:26,STOREKEEPER3,ZARA,27.57,0,100001265147,5,T05
MU7311_CL63_015,MU,MADONNA 7311 CL63 300X400 R,32,240,7510,XIVA,101,52032,432.0,М2,2025-10-18,10:32:24,STOREKEEPER3,ZARA,13.5,0,100001271540,3,T03
MU7311_CL63_015,MU,MADONNA 7311 CL63 300X400 R,32,240,7510,XIVA,101,52025,48.0,М2,2025-10-17,21:36:05,STOREKEEPER3,ZARA,13.5,0,100001271528,2,T02
MU7311_CL63_015,MU,MADONNA 7311 CL63 300X400 R,32,240,7510,XIVA,101,51407,48.0,М2,2025-10-10,00:58:32,STOREKEEPER3,ZARA,13.5,0,100001266358,3,T03
MU7311_CL63_015,MU,MADONNA 7311 CL63 300X400 R,32,240,7510,XIVA,101,51405,432.0,М2,2025-10-09,09:37:00,STOREKEEPER3,ZARA,13.5,0,100001266345,3,T03
MU7311_CL63_015,MU,MADONNA 7311 CL63 300X400 R,32,240,7510,XIVA,101,51138,120.0,М2,2025-10-06,03:48:24,STOREKEEPER3,ZARA,13.5,0,100001263921,2,T02
MU7311_CL63_016,MU,MADONNA 7311 CL63 300X500 R,32,240,7510,XIVA,101,52025,180.0,М2,2025-10-17,21:36:20,STOREKEEPER3,ZARA,16.88,0,100001271529,2,T02
MU7311_CL63_016,MU,MADONNA 7311 CL63 300X500 R,32,240,7510,XIVA,101,51407,390.0,М2,2025-10-10,00:58:47,STOREKEEPER3,ZARA,16.88,0,100001266360,3,T03
MU7311_CL63_016,MU,MADONNA 7311 CL63 300X500 R,32,240,7510,XIVA,101,51408,60.0,М2,2025-10-09,21:40:10,STOREKEEPER3,ZARA,16.88,0,100001266367,2,T02
MU7311_CL63_016,MU,MADONNA 7311 CL63 300X500 R,32,240,7510,XIVA,101,51138,90.0,М2,2025-10-06,03:48:39,STOREKEEPER3,ZARA,16.88,0,100001263922,2,T02
MU7311_CL63_018,MU,MADONNA 7311 CL63 300X600 R,32,240,7510,XIVA,101,52025,216.0,М2,2025-10-17,21:36:35,STOREKEEPER3,ZARA,20.25,0,100001271530,2,T02
MU7311_CL63_018,MU,MADONNA 7311 CL63 300X600 R,32,240,7510,XIVA,101,51456,324.0,М2,2025-10-11,11:32:53,STOREKEEPER3,ZARA,20.25,0,100001266834,2,T02
MU7311_CL63_018,MU,MADONNA 7311 CL63 300X600 R,32,240,7510,XIVA,101,51138,36.0,М2,2025-10-06,03:48:54,STOREKEEPER3,ZARA,20.25,0,100001263923,2,T02
MU7311_CL63_021,MU,MADONNA 7311 CL63 250X350 R,32,240,7510,XIVA,101,52008,350.0,М2,2025-10-18,14:06:12,STOREKEEPER3,ZARA,9.84,0,100001271409,20,T20
MU7311_CL63_021,MU,MADONNA 7311 CL63 250X350 R,32,240,7510,XIVA,101,51328,87.5,М2,2025-10-09,17:20:03,KDJABBOROV,ZARA,9.84,0,100001265515,13,T13
MU7311_CL63_021,MU,MADONNA 7311 CL63 250X350 R,32,240,7510,XIVA,101,51329,87.5,М2,2025-10-09,17:06:22,STOREKEEPER3,ZARA,9.84,0,100001265528,13,T13
MU7311_CL63_021,MU,MADONNA 7311 CL63 250X350 R,32,240,7510,XIVA,101,51328,87.5,М2,2025-10-09,17:05:19,STOREKEEPER3,ZARA,9.84,0,100001265516,13,T13
MU7311_CL63_021,MU,MADONNA 7311 CL63 250X350 R,32,240,7510,XIVA,101,51132,52.5,М2,2025-10-07,03:39:22,STOREKEEPER3,ZARA,9.84,0,100001263823,13,T13
MU7311_CL63_021,MU,MADONNA 7311 CL63 250X350 R,32,240,7510,XIVA,101,51132,87.5,М2,2025-10-07,03:39:07,STOREKEEPER3,ZARA,9.84,0,100001263820,13,T13
MU7311_CL73_015,MU,MADONNA 7311 CL73 300X400 R,32,240,7510,XIVA,101,51138,24.0,М2,2025-10-06,03:49:09,STOREKEEPER3,ZARA,13.5,0,100001263925,2,T02
MU7311_CL73_016,MU,MADONNA 7311 CL73 300X500 R,32,240,7510,XIVA,101,51139,30.0,М2,2025-10-06,03:48:21,STOREKEEPER3,ZARA,16.88,0,100001263935,2,T02
MU7311_CL73_021,MU,MADONNA 7311 CL73 250X350 R,32,240,7510,XIVA,101,51132,35.0,М2,2025-10-07,03:39:37,STOREKEEPER3,ZARA,9.84,0,100001263826,13,T13
MU7314_CL23_326,MU,MADONNA PLYUS 7314 CL23 150X200 R,32,240,7510,XIVA,101,51562,150.0,М2,2025-10-12,05:11:03,STOREKEEPER3,ZARA,3.37,0,100001267775,13,T13
MU7314_CL23_326,MU,MADONNA PLYUS 7314 CL23 150X200 R,32,240,7510,XIVA,101,51561,60.0,М2,2025-10-11,10:57:37,STOREKEEPER3,ZARA,3.37,0,100001267763,13,T13
MU7314_CL23_326,MU,MADONNA PLYUS 7314 CL23 150X200 R,32,240,7510,XIVA,101,51495,120.0,М2,2025-10-10,21:32:32,STOREKEEPER3,ZARA,3.37,0,100001267064,13,T13
MU7314_CL63_028,MU,MADONNA 7314 CL63 200X300 R,32,240,7510,XIVA,101,52797,120.0,М2,2025-10-27,07:34:12,STOREKEEPER3,ZARA,6.75,0,100001277902,18,T18
MU7318_CL73_004,MU,MADONNA PLYUS 7318 CL73 400X700 R,32,240,7510,XIVA,101,50775,56.0,М2,2025-10-01,18:34:20,STOREKEEPER3,ZARA,31.51,0,100001260732,13,T13
MU7318_CL73_016,MU,MADONNA PLYUS 7318 CL73 300X500 R,32,240,7510,XIVA,101,50817,30.0,М2,2025-10-03,01:18:49,STOREKEEPER3,ZARA,16.88,0,100001261331,2,T02
MU7318_CL73_018,MU,MADONNA PLYUS 7318 CL73 300X600 R,32,240,7510,XIVA,101,50817,36.0,М2,2025-10-03,01:19:05,STOREKEEPER3,ZARA,20.26,0,100001261332,2,T02
MU7318_CL73_110,MU,MADONNA PLYUS 7318 CL73 300X800 R,32,240,7510,XIVA,101,50817,48.0,М2,2025-10-03,01:19:20,STOREKEEPER3,ZARA,27.01,0,100001261333,2,T02
MU7318_CL73_152,MU,MADONNA 7318 CL73 400X450 R,32,240,7510,XIVA,101,50880,36.0,М2,2025-10-04,00:31:00,STOREKEEPER3,ZARA,20.26,0,100001261827,20,T20
MU7324_CL33_015,MU,MADONNA 7324 CL33 300X400 R,32,240,7510,XIVA,101,52851,24.0,М2,2025-10-27,21:29:19,STOREKEEPER3,ZARA,13.5,0,100001278279,2,T02
MU7324_CL33_016,MU,MADONNA 7324 CL33 300X500 R,32,240,7510,XIVA,101,52851,30.0,М2,2025-10-27,21:29:35,STOREKEEPER3,ZARA,16.88,0,100001278280,2,T02
MU7324_CL33_017,MU,MADONNA 7324 CL33 300X550 R,32,240,7510,XIVA,101,52851,33.0,М2,2025-10-27,21:29:50,STOREKEEPER3,ZARA,18.57,0,100001278282,2,T02
MU7324_CL33_018,MU,MADONNA 7324 CL33 300X600 R,32,240,7510,XIVA,101,52851,36.0,М2,2025-10-27,21:30:05,STOREKEEPER3,ZARA,20.26,0,100001278283,2,T02
MU7324_CL33_103,MU,MADONNA 7324 CL33 300X450 R,32,240,7510,XIVA,101,52851,27.0,М2,2025-10-27,21:30:20,STOREKEEPER3,ZARA,15.19,0,100001278285,2,T02
MU7324_CL33_190,MU,MADONNA 7324 CL33 320X500 R,32,240,7510,XIVA,101,52867,32.0,М2,2025-10-28,05:41:09,STOREKEEPER3,ZARA,18.01,0,100001278356,4,T04
MU7324_CL33_191,MU,MADONNA 7324 CL33 320X600 R,32,240,7510,XIVA,101,52867,38.4,М2,2025-10-28,05:41:24,STOREKEEPER3,ZARA,21.61,0,100001278357,4,T04
MU7324_CL33_415,MU,MADONNA 7324 CL33 320X550 R,32,240,7510,XIVA,101,52867,35.2,М2,2025-10-28,05:41:39,STOREKEEPER3,ZARA,19.81,0,100001278359,4,T04
MU7324_CL63_009,MU,MADONNA 7324 CL63 350X500 R,32,240,7510,XIVA,101,52879,105.0,М2,2025-10-27,04:27:09,STOREKEEPER3,ZARA,19.69,0,100001278429,5,T05
MU7324_CL63_009,MU,MADONNA 7324 CL63 350X500 R,32,240,7510,XIVA,101,52143,175.0,М2,2025-10-19,01:18:27,STOREKEEPER3,ZARA,19.69,0,100001272658,5,T05
MU7324_CL63_009,MU,MADONNA 7324 CL63 350X500 R,32,240,7510,XIVA,101,51780,140.0,М2,2025-10-14,11:41:50,STOREKEEPER3,ZARA,19.69,0,100001269352,5,T05
MU7324_CL63_009,MU,MADONNA 7324 CL63 350X500 R,32,240,7510,XIVA,101,51281,140.0,М2,2025-10-07,01:26:06,STOREKEEPER3,ZARA,19.69,0,100001265134,7,T07
MU7324_CL63_010,MU,MADONNA 7324 CL63 350X600 R,32,240,7510,XIVA,101,52879,126.0,М2,2025-10-27,04:27:25,STOREKEEPER3,ZARA,23.63,0,100001278432,5,T05
MU7324_CL63_010,MU,MADONNA 7324 CL63 350X600 R,32,240,7510,XIVA,101,52145,126.0,М2,2025-10-19,01:18:23,STOREKEEPER3,ZARA,23.63,0,100001272661,5,T05
MU7324_CL63_010,MU,MADONNA 7324 CL63 350X600 R,32,240,7510,XIVA,101,52143,84.0,М2,2025-10-19,01:18:43,STOREKEEPER3,ZARA,23.63,0,100001272659,5,T05
MU7324_CL63_010,MU,MADONNA 7324 CL63 350X600 R,32,240,7510,XIVA,101,51770,168.0,М2,2025-10-12,15:34:06,STOREKEEPER3,ZARA,23.63,0,100001269310,7,T07
MU7324_CL63_010,MU,MADONNA 7324 CL63 350X600 R,32,240,7510,XIVA,101,51281,294.0,М2,2025-10-07,01:26:25,STOREKEEPER3,ZARA,23.63,0,100001265135,7,T07
MU7324_CL63_011,MU,MADONNA 7324 CL63 350X700 R,32,240,7510,XIVA,101,52879,147.0,М2,2025-10-27,04:27:40,STOREKEEPER3,ZARA,27.57,0,100001278434,5,T05
MU7324_CL63_011,MU,MADONNA 7324 CL63 350X700 R,32,240,7510,XIVA,101,52145,245.0,М2,2025-10-19,01:18:38,STOREKEEPER3,ZARA,27.57,0,100001272664,5,T05
MU7324_CL63_011,MU,MADONNA 7324 CL63 350X700 R,32,240,7510,XIVA,101,51770,196.0,М2,2025-10-12,15:34:21,STOREKEEPER3,ZARA,27.57,0,100001269313,7,T07
MU7324_CL63_011,MU,MADONNA 7324 CL63 350X700 R,32,240,7510,XIVA,101,51285,49.0,М2,2025-10-09,09:45:42,STOREKEEPER3,ZARA,27.57,0,100001265148,5,T05
MU7324_CL63_011,MU,MADONNA 7324 CL63 350X700 R,32,240,7510,XIVA,101,51283,245.0,М2,2025-10-07,08:18:37,STOREKEEPER3,ZARA,27.57,0,100001265139,7,T07
MU7324_CL63_015,MU,MADONNA 7324 CL63 300X400 R,32,240,7510,XIVA,101,52516,96.0,М2,2025-10-25,05:33:35,STOREKEEPER3,ZARA,13.5,0,100001275696,13,T13
MU7324_CL63_015,MU,MADONNA 7324 CL63 300X400 R,32,240,7510,XIVA,101,52572,384.0,М2,2025-10-24,03:07:20,STOREKEEPER3,ZARA,13.5,0,100001276151,3,T03
MU7324_CL63_015,MU,MADONNA 7324 CL63 300X400 R,32,240,7510,XIVA,101,52211,48.0,М2,2025-10-20,01:55:58,STOREKEEPER3,ZARA,13.5,0,100001273176,3,T03
MU7324_CL63_015,MU,MADONNA 7324 CL63 300X400 R,32,240,7510,XIVA,101,52027,432.0,М2,2025-10-18,13:15:56,STOREKEEPER3,ZARA,13.5,0,100001271531,2,T02
MU7324_CL63_015,MU,MADONNA 7324 CL63 300X400 R,32,240,7510,XIVA,101,51566,384.0,М2,2025-10-12,02:22:19,STOREKEEPER3,ZARA,13.5,0,100001267815,3,T03
MU7324_CL63_015,MU,MADONNA 7324 CL63 300X400 R,32,240,7510,XIVA,101,51456,96.0,М2,2025-10-11,11:33:08,STOREKEEPER3,ZARA,13.5,0,100001266835,2,T02
MU7324_CL63_015,MU,MADONNA 7324 CL63 300X400 R,32,240,7510,XIVA,101,51138,120.0,М2,2025-10-06,03:49:25,STOREKEEPER3,ZARA,13.5,0,100001263926,2,T02
MU7324_CL63_016,MU,MADONNA 7324 CL63 300X500 R,32,240,7510,XIVA,101,52516,30.0,М2,2025-10-25,05:33:20,STOREKEEPER3,ZARA,16.88,0,100001275694,13,T13
MU7324_CL63_016,MU,MADONNA 7324 CL63 300X500 R,32,240,7510,XIVA,101,52573,330.0,М2,2025-10-24,19:01:41,STOREKEEPER3,ZARA,16.88,0,100001276155,3,T03
MU7324_CL63_016,MU,MADONNA 7324 CL63 300X500 R,32,240,7510,XIVA,101,52211,180.0,М2,2025-10-20,01:56:13,STOREKEEPER3,ZARA,16.88,0,100001273178,3,T03
MU7324_CL63_016,MU,MADONNA 7324 CL63 300X500 R,32,240,7510,XIVA,101,51460,450.0,М2,2025-10-12,16:01:47,STOREKEEPER3,ZARA,16.88,0,100001266865,3,T03
MU7324_CL63_016,MU,MADONNA 7324 CL63 300X500 R,32,240,7510,XIVA,101,51138,60.0,М2,2025-10-06,03:49:40,STOREKEEPER3,ZARA,16.88,0,100001263927,2,T02
MU7324_CL63_018,MU,MADONNA 7324 CL63 300X600 R,32,240,7510,XIVA,101,52573,108.0,М2,2025-10-24,19:01:56,STOREKEEPER3,ZARA,20.25,0,100001276156,3,T03
MU7324_CL63_018,MU,MADONNA 7324 CL63 300X600 R,32,240,7510,XIVA,101,52574,324.0,М2,2025-10-24,19:01:37,STOREKEEPER3,ZARA,20.25,0,100001276161,3,T03
MU7324_CL63_018,MU,MADONNA 7324 CL63 300X600 R,32,240,7510,XIVA,101,52211,216.0,М2,2025-10-20,01:56:28,STOREKEEPER3,ZARA,20.25,0,100001273179,3,T03
MU7324_CL63_018,MU,MADONNA 7324 CL63 300X600 R,32,240,7510,XIVA,101,51461,324.0,М2,2025-10-12,02:22:23,STOREKEEPER3,ZARA,20.25,0,100001266867,3,T03
MU7324_CL63_018,MU,MADONNA 7324 CL63 300X600 R,32,240,7510,XIVA,101,51139,36.0,М2,2025-10-06,03:48:36,STOREKEEPER3,ZARA,20.26,0,100001263936,2,T02
MU7324_CL63_021,MU,MADONNA 7324 CL63 250X350 R,32,240,7510,XIVA,101,52427,87.5,М2,2025-10-22,03:17:14,STOREKEEPER3,ZARA,9.84,0,100001274764,13,T13
MU7324_CL63_021,MU,MADONNA 7324 CL63 250X350 R,32,240,7510,XIVA,101,52423,350.0,М2,2025-10-22,16:59:35,STOREKEEPER3,ZARA,9.84,0,100001274742,13,T13
MU7324_CL63_021,MU,MADONNA 7324 CL63 250X350 R,32,240,7510,XIVA,101,52012,350.0,М2,2025-10-18,14:06:25,STOREKEEPER3,ZARA,9.84,0,100001271423,20,T20
MU7324_CL63_021,MU,MADONNA 7324 CL63 250X350 R,32,240,7510,XIVA,101,51328,262.5,М2,2025-10-09,17:05:34,STOREKEEPER3,ZARA,9.84,0,100001265517,13,T13
MU7324_CL63_021,MU,MADONNA 7324 CL63 250X350 R,32,240,7510,XIVA,101,51132,140.0,М2,2025-10-07,03:39:52,STOREKEEPER3,ZARA,9.84,0,100001263829,13,T13
MU7324_CL73_015,MU,MADONNA 7324 CL73 300X400 R,32,240,7510,XIVA,101,51458,24.0,М2,2025-10-12,16:02:44,STOREKEEPER3,ZARA,13.5,0,100001266856,3,T03
MU7324_CL73_015,MU,MADONNA 7324 CL73 300X400 R,32,240,7510,XIVA,101,51139,24.0,М2,2025-10-06,03:48:51,STOREKEEPER3,ZARA,13.5,0,100001263937,2,T02
